Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07996E+12,1.12828E+12,1.21726E+12,1.3053E+12,1.42194E+12,1.56172E+12,1.71038E+12,1.81034E+12,1.94393E+12,2.14644E+12,2.27871E+12,2.44102E+12,2.57396E+12,2.82784E+12,3.13405E+12,3.48773E+12,3.88292E+12,4.29269E+12,4.51126E+12,4.90303E+12,5.38166E+12,5.78204E+12,6.21447E+12,6.72735E+12,7.36257E+12,8.03633E+12,8.78792E+12,9.59684E+12,1.04985E+13,
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48275909474,50871587671,53770420208,56526508523,61056614849,68342626758,74493175990,83130237881,93038154877,1.01361E+11,1.14832E+11,1.25831E+11,1.38452E+11,1.44825E+11,1.57394E+11,1.68218E+11,1.88914E+11,2.05693E+11,1.98814E+11,1.8877E+11,1.97432E+11,2.05441E+11,2.12759E+11,2.21468E+11,2.37861E+11,3.24699E+11,3.35357E+11,3.73036E+11,4.03828E+11,
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15676E+11,4.82949E+11,5.07957E+11,5.254E+11,5.28507E+11,5.51906E+11,5.91086E+11,6.04178E+11,6.24284E+11,6.38715E+11,6.91246E+11,7.11908E+11,7.75711E+11,8.5913E+11,9.20854E+11,9.79827E+11,1.05995E+12,1.17719E+12,1.2031E+12,1.22449E+12,1.31058E+12,1.37335E+12,1.29549E+12,1.31567E+12,1.40227E+12,1.39855E+12,1.60324E+12,1.69506E+12,,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30611E+11,48546562177,65835868209,87809749928,93141750136,97110805291,1.09787E+11,1.35399E+11,1.8465E+11,2.20251E+11,2.28342E+11,2.38729E+11,2.25772E+11,1.53845E+11,2.43549E+11,2.62186E+11,2.9756E+11,3.09763E+11,3.41771E+11,3.56014E+11,3.83223E+11,4.20752E+11,4.88583E+11,5.34941E+11,5.48877E+11,5.68492E+11,6.52709E+11,6.53999E+11,6.72979E+11,
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602193312,5778699934,5710980926,5923078124,6267878176,6406765590,6664915896,7296172764,7861923153,8189172393,8354755650,9054903349,9351404737,9443989360,10400191278,11048355267,11876038914,12824130249,13749851619,13346817177,12587099510,13005319158,13446448680,14296625815,14966416225,16119986191,17638152067,18997605752,20263802910,
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70595327487,78621436954,86652635782,92357454588,1.01336E+11,1.10293E+11,1.17988E+11,1.24905E+11,1.31594E+11,1.38215E+11,1.56674E+11,1.60343E+11,1.65616E+11,1.59162E+11,1.71581E+11,1.71942E+11,1.81069E+11,1.97127E+11,2.00369E+11,2.05847E+11,2.19785E+11,2.37392E+11,2.50963E+11,2.75461E+11,2.81491E+11,2.97615E+11,3.20589E+11,3.38666E+11,3.53775E+11,
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05199E+12,1.1043E+12,1.13889E+12,1.15593E+12,1.20601E+12,1.26685E+12,1.30597E+12,1.35507E+12,1.41965E+12,1.45317E+12,1.53899E+12,1.59144E+12,1.63426E+12,1.66674E+12,1.69868E+12,1.74209E+12,1.87991E+12,1.9867E+12,2.08264E+12,2.03962E+12,2.07519E+12,2.15829E+12,2.15755E+12,2.17632E+12,2.19271E+12,2.2371E+12,2.36721E+12,2.48087E+12,2.51578E+12,
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11465164403,12426359283,12958085173,14514286463,15029298218,15705024926,15974400213,16064538195,15866091511,16263791538,16773469678,17371922743,17999161439,19005584516,19775609972,20573868599,21810988375,22717605550,22971498803,22142833994,22074283001,22924301243,23220285437,23746822772,24362584365,24845904794,25464389345,26202330526,27290627430,
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14543608498,15309668613,18581206769,19902314704,21340913343,23136301073,24051711576,25275781367,26325524033,27616133904,29432066825,31662312617,34023605717,36097487443,40245146452,44879490571,49979800789,55518372637,60691696796,64503549122,66763480331,69921208378,73151473819,76540819363,80403682025,83207047280,85802416871,89283185655,93068215795,
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41653E+12,2.58363E+12,2.66492E+12,2.71393E+12,2.79941E+12,2.93648E+12,3.08295E+12,3.16985E+12,3.16936E+12,3.20702E+12,3.4043E+12,3.49311E+12,3.58886E+12,3.6942E+12,3.8773E+12,4.04573E+12,4.23071E+12,4.41623E+12,4.45643E+12,4.25098E+12,4.48078E+12,4.57319E+12,4.7467E+12,4.96705E+12,4.98657E+12,5.13602E+12,5.22177E+12,5.3198E+12,5.41468E+12,
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38448E+11,1.27386E+11,1.23383E+11,1.14686E+11,1.02376E+11,95952043875,98197500177,1.01589E+11,1.0078E+11,1.04996E+11,1.17863E+11,1.36708E+11,1.5248E+11,1.69756E+11,1.91061E+11,2.16123E+11,2.46488E+11,2.75636E+11,2.90271E+11,2.95993E+11,3.21302E+11,3.52286E+11,3.76277E+11,4.05853E+11,4.309E+11,4.40733E+11,4.50454E+11,4.77836E+11,5.08646E+11,
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36150054425,37910107972,38464048455,39514442292,41420770400,44152651929,46825565181,47859231176,49990290837,51881162237,53359036489,56590588475,57800083594,60599936759,65407893611,71429081139,78353823320,85970628525,87846449780,91443322892,1.00285E+11,1.08633E+11,1.15769E+11,1.24726E+11,1.33894E+11,1.43064E+11,1.53131E+11,1.63629E+11,1.77894E+11,
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901280757,9432473536,8307527367,7189639973,5868279478,5666368461,6178905806,6908667667,7134666596,7502271403,8086207709,8703325621,8839457414,9636595320,10591413258,10902157474,11580599105,12907578173,14264186609,14787774740,14889542544,16105958461,16382016733,18486483623,19589676909,20571324627,21690517215,23141637562,24491775713,
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11469194004,7636584332,8568855432,9240355639,9776305687,10349182073,11832491559,13392834307,14705783151,15921181679,17596241774,19938500369,23283734472,26572152954,30072553413,32708974842,32986905578,35361241662,38652011936,42274267237,46180698759,50415280452,54539587495,59012585012,64352721029,70752827801,
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91329588.97,94418132.53,97416939.08,100592193.5,104511600.9,106703032.8,110498438.9,114277261.8,123141408.6,122997492.6,133606262,134528921.3,141832677.2,147365114.9,148866744.9,161104803.8,165898344.4,173821467.6,173496445.5,176222458.5,176628828.1,183193721.9,195507202.4,207322984,209771180.4,234075309.1,248773766.3,254335004.9,265275142.8,
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404444974.3,410327622.7,437594058.4,478432873.7,514553257.7,553622313.9,596699937.5,648408044,652517537,683249009.4,771219491.9,831619076.7,865636663.3,851343943.6,909740716.8,1029027545,1091100571,1119837377,1215686308,1183691766,1179929005,1226065008,1241385936,1332215824,1439619514,1486248118,1537321198,1584879613,1669265697,
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54675E+11,4.04634E+11,4.39413E+11,4.80622E+11,5.36077E+11,5.99699E+11,6.57058E+11,7.07971E+11,6.76769E+11,7.64178E+11,8.50046E+11,9.08001E+11,9.89824E+11,1.02378E+12,1.10286E+12,1.16589E+12,1.25072E+12,1.35449E+12,1.40571E+12,1.39665E+12,1.50472E+12,1.55945E+12,1.61127E+12,1.64478E+12,1.70446E+12,1.82433E+12,1.90341E+12,1.99813E+12,2.07118E+12,
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58769537591,80611281358,89278355305,95578722288,97917760993,1.0207E+11,1.06999E+11,1.06602E+11,1.14101E+11,1.17454E+11,1.22891E+11,1.46853E+11,1.67037E+11,1.89595E+11,2.10022E+11,2.28585E+11,2.38811E+11,2.23604E+11,2.20855E+11,2.47177E+11,2.68611E+11,2.76465E+11,2.83107E+11,2.87831E+11,2.99493E+11,2.9456E+11,3.04939E+11,
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47004E+12,2.64834E+12,2.78028E+12,3.06919E+12,3.28332E+12,3.38723E+12,3.56993E+12,3.81907E+12,3.94698E+12,4.00102E+12,4.24107E+12,4.35634E+12,4.43245E+12,4.60193E+12,5.01408E+12,5.40254E+12,5.90611E+12,6.40611E+12,6.83572E+12,6.8047E+12,7.30445E+12,7.86436E+12,8.22756E+12,8.59372E+12,8.87206E+12,8.96419E+12,9.05517E+12,9.41582E+12,9.74992E+12,
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720034923,5089312453,5494700120,5957459471,6581123457,7191556822,7830613974,8513050735,8950432958,9743053693,10538465590,11389024217,12253921202,13238740360,14459493909,15969630059,17871023320,19745189644,21704354587,23510442231,25812470914,28469987708,31344851733,34454910108,37779073255,40958813258,44314739460,48250969277,52546649233,
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10156274895,15691579223,18687394960,21189640689,23396265948,25427276049,28815108549,29621225471,31052671987,31335447050,32465824177,34451860876,36194800828,38056706177,41540961026,44012210901,46115610582,51777746034,57666882744,63948811734,69893591748,72008412770,75385729004,78717808903,81718394488,82935026543,85188045150,87286452031,89433526962,
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987160906,3141828699,3311622652,2356290346,2483119834,2695691308,3000669314,3375083917,3686597878,3911601934,4198563170,4637773844,5104564577,5646245256,5793403351,5855354627,5824698888,6081936621,6295134391,
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88140288253,93426004554,93792122153,94362140870,1.08625E+11,1.16526E+11,1.34419E+11,1.47489E+11,1.61072E+11,1.68585E+11,1.68528E+11,1.79053E+11,69322560014,1.57653E+11,1.38602E+11,1.07331E+11,98864985069,97152136717,1.25408E+11,1.38287E+11,
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862760260.4,895287502.9,988515839.8,1017838168,1056191069,1097189363,1149932718,1161642377,1248565149,1300417642,1330136250,1312985577,1339308321,1422357546,1566801867,1608977943,1760365743,1845033099,1974536082,1960659611,1989532461,2115166407,2148968974,2143039743,2183686458,2213051713,2324287360,2455433714,2525816615,
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6392E+12,2.8317E+12,2.98312E+12,3.28821E+12,3.51924E+12,3.64285E+12,3.84519E+12,4.11751E+12,4.26385E+12,4.32873E+12,4.58892E+12,4.72262E+12,4.81024E+12,4.99851E+12,5.45069E+12,5.86962E+12,6.44158E+12,6.98058E+12,7.41847E+12,7.38366E+12,7.93252E+12,8.54915E+12,8.95234E+12,9.35376E+12,9.65405E+12,9.75844E+12,9.86407E+12,1.02678E+13,1.06354E+13,
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50499E+11,4.74622E+11,4.90829E+11,5.05404E+11,5.22273E+11,5.63818E+11,6.07686E+11,6.47712E+11,6.81465E+11,7.22108E+11,7.73015E+11,8.33631E+11,8.89196E+11,9.56041E+11,1.04894E+12,1.16932E+12,1.29752E+12,1.44139E+12,1.57247E+12,1.6641E+12,1.79237E+12,1.89998E+12,2.03335E+12,2.19249E+12,2.35903E+12,2.48437E+12,2.61473E+12,2.80454E+12,3.00393E+12,
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07976E+11,3.19625E+11,3.1787E+11,3.26166E+11,3.35741E+11,3.5721E+11,3.82238E+11,4.03324E+11,4.2133E+11,4.42981E+11,4.67527E+11,5.02085E+11,5.27666E+11,5.61921E+11,6.12473E+11,6.73451E+11,7.32779E+11,8.00877E+11,8.65605E+11,9.18773E+11,9.94914E+11,1.04711E+12,1.10489E+12,1.19373E+12,1.28541E+12,1.33166E+12,1.38687E+12,1.48439E+12,1.592E+12,
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40623250292,43928887357,46906901925,51331548067,55363577999,59633352226,63032797164,68226854021,72236426964,76430788335,82827767704,83336429453,88010895174,94970515774,1.02838E+11,1.1266E+11,1.2497E+11,1.37049E+11,1.48028E+11,1.54435E+11,1.68758E+11,1.86763E+11,2.07751E+11,2.18576E+11,2.33759E+11,2.4809E+11,2.62055E+11,2.76168E+11,2.91459E+11,
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41396E+12,3.58139E+12,3.78287E+12,3.95036E+12,4.16234E+12,4.46869E+12,4.82616E+12,5.09979E+12,5.20992E+12,5.54776E+12,5.92227E+12,6.32227E+12,6.70902E+12,7.25772E+12,7.9767E+12,8.77634E+12,9.67914E+12,1.06398E+13,1.13324E+13,1.2007E+13,1.29791E+13,1.39059E+13,1.49008E+13,1.60183E+13,1.72624E+13,1.84661E+13,1.97756E+13,2.13196E+13,2.30637E+13,
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07531E+13,1.12698E+13,1.17635E+13,1.25453E+13,1.32086E+13,1.40537E+13,1.50755E+13,1.60608E+13,1.66368E+13,1.75203E+13,1.8928E+13,2.00899E+13,2.13475E+13,2.30563E+13,2.55407E+13,2.83026E+13,3.18458E+13,3.55322E+13,3.87248E+13,4.0385E+13,4.39528E+13,4.79348E+13,5.14153E+13,5.49789E+13,5.86285E+13,6.16019E+13,6.52532E+13,7.0034E+13,7.51303E+13,
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435692895,1587646005,1736786336,1840337062,1992035030,2100735905,2258932874,2382990288,2446865931,2494009731,2648579926,2803074988,2868023591,3054489619,3189808049,3403175347,3654476393,3934009832,4280822624,4406382649,4728403002,5160314265,5574736768,5777157498,6070213186,6304862521,6576430280,6548218774,6794553408,
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28033E+12,5.53009E+12,5.71013E+12,6.11131E+12,6.53057E+12,7.04977E+12,7.5516E+12,8.08609E+12,8.3833E+12,8.87853E+12,9.72011E+12,1.04509E+13,1.12936E+13,1.23504E+13,1.37244E+13,1.53042E+13,1.75313E+13,1.98491E+13,2.19983E+13,2.30029E+13,2.51672E+13,2.78741E+13,3.00683E+13,3.21981E+13,3.4255E+13,3.5867E+13,3.77491E+13,4.05485E+13,4.35968E+13,
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21498921271,22976159143,25276081840,27553461195,27565324035,29597706378,32804910175,36132756326,41213626476,44008354696,48263315521,53903115808,61702970254,66344511733,57393808544,62227058440,69205473269,73672519083,78854078065,82617257229,83982033229,86907166787,94052437740,98591635656,
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11327502021,12722856912,13249581333,14133257898,14986601656,16196147616,17125607236,17971798930,18855205924,21794057204,24148724522,24678953581,26222378150,27115548492,29341697512,31733108754,36842699176,40310645348,42362971851,40956687933,43402064573,47690524462,48646428611,51940075107,56353766041,58544150280,61159237905,64189940522,67520485805,
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13652937816,13688479864,14243264810,15775989544,17055002659,17702141636,18986034071,21116737605,23263488313,25228335233,27642740301,31001979412,34944894561,39890048547,42310392284,36133768430,36830352456,40727375359,43234798732,45639805375,47467829945,48891483484,50634264345,55086300806,59129881086,
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9009104585,9654576291,11187861219,12046878160,12827459880,13528038277,13718091955,13915675501,13428963027,13301616017,14380518743,15120337513,16733723103,19030909150,24771950619,27602442972,32223921012,37870196305,39917039004,40752723036,51643284625,64148218365,71417756201,80810287676,81350166703,64465073326,64610842539,72227957950,77334249936,
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63709713550,70617040614,70711218375,71850476435,81154734517,78377652191,89687906612,89810578232,97395570592,99870146893,1.04056E+11,1.14122E+11,1.19546E+11,1.29025E+11,1.38854E+11,1.47892E+11,1.63909E+11,1.74256E+11,1.88168E+11,1.97649E+11,2.07582E+11,2.23035E+11,2.34154E+11,2.4907E+11,2.60556E+11,2.75289E+11,2.81433E+11,2.98504E+11,3.14241E+11,
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8490306687,8137649904,8414318394,7952346625,7795440306,8137684139,8823465056,9662147790,10491127546,11570815187,12826082376,13848508702,14647133841,16096739018,15246285313,16519042684,17845291549,18080279180,20061424596,21462936654,21619077258,22819071050,24343552149,25888275719,
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12442746505,12051900955,12472764423,13035973781,13304807026,13816369760,14371690169,15159484991,15932939519,16916031776,18117399818,19628979095,17412377726,19471165396,21046527818,22701041670,24562710061,26796564906,29265145998,28304631638,28709791863,29735787033,31223593389,32488054226,34200329916,35643338839,37539288199,39900329809,42916802575,
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447688548,1590048044,1753300586,1905917646,2052837663,2179441435,2139411423,2331212181,2701000633,2941076579,2634526005,3422983928,3786072228,4225823254,3950231941,4286595636,4751030618,4964043673,5418937041,5926158536,6162301439,6683781321,7281568559,7896501121,
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96956E+12,2.10334E+12,2.25098E+12,2.36506E+12,2.46729E+12,2.58735E+12,2.75979E+12,2.90055E+12,3.07956E+12,3.18753E+12,3.44255E+12,3.56742E+12,3.69139E+12,3.94117E+12,4.37293E+12,4.72157E+12,5.13953E+12,5.55332E+12,5.91005E+12,6.01036E+12,6.38948E+12,6.72793E+12,7.11077E+12,7.42413E+12,7.76727E+12,8.03837E+12,8.5569E+12,8.86867E+12,9.29071E+12,
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45539E+11,5.88613E+11,6.25706E+11,7.58247E+11,8.12704E+11,7.77544E+11,8.45411E+11,9.18871E+11,9.77197E+11,1.0186E+12,1.09678E+12,1.11631E+12,1.1376E+12,1.18362E+12,1.26314E+12,1.34178E+12,1.48521E+12,1.56005E+12,1.6539E+12,1.63728E+12,1.74113E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17193E+12,2.22816E+12,2.31643E+12,2.4247E+12,2.50967E+12,
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89251238.1,92350591.42,101200032.9,109820080.5,118757904.3,131206436.2,119843234.1,114051895.6,112055184.3,110948122.1,120110055.7,129327815.7,134810013,137547179,141417679.2,150074154,156837074.1,166933594.7,167381414.9,165898265.8,178662626.4,184595346.9,194641085.6,203721456.1,206004415.7,207448294,213723422.7,225626056.3,236482470.7,
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04725E+13,1.09779E+13,1.14701E+13,1.22416E+13,1.28945E+13,1.37195E+13,1.47177E+13,1.56824E+13,1.62423E+13,1.71053E+13,1.84875E+13,1.96182E+13,2.08505E+13,2.25255E+13,2.49603E+13,2.76634E+13,3.11455E+13,3.47635E+13,3.78926E+13,3.95042E+13,4.29982E+13,4.69239E+13,5.03454E+13,5.38252E+13,5.73884E+13,6.0314E+13,6.39079E+13,6.85933E+13,7.35851E+13,
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11034512510,10703731782,10228924392,9689148244,9722059282,9815267543,10113439113,10435977248,10937048449,11547043505,12467407790,12316010280,12919253620,13352712835,14564126410,15987103630,17711677564,19090677171,21537380835,22582362016,23345237910,24064167064,24558656811,26269714221,27776001083,28759659628,30822819449,31852356726,34074405985,
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6986316434,8070882925,7989116449,8437833643,8943768570,9215405664,10046267547,10713006846,11653866895,12496098556,12767673703,15053972240,15767109870,17524430970,18276966707,20077843591,21649834107,23008089268,24575253760,25921261677,27642895641,29134739169,29445208708,30652146180,33431836099,35804053416,38294923472,41130057354,44118488193,
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307411814,3633186156,3890297398,4160913922,4489923875,4874814330,5195228008,5791708480,6113977455,6574177722,7577717669,7711737803,8141793442,8345352006,8587594280,8978232494,9412863721,10124662345,10722939001,10781945916,11527097116,11904210433,12367220458,13240178515,14501339328,16095520213,17457840947,19444751558,20582520806,
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19587246272,20117891508,22564230105,24493873661,26887664791,29358794881,31822501069,34200733227,36614538559,41208549905,47920883564,54527373747,62050783540,71952964416,83913031639,98267662507,1.1448E+11,1.31652E+11,1.47976E+11,1.64835E+11,1.82822E+11,1.97077E+11,2.15584E+11,2.37852E+11,2.61718E+11,2.83014E+11,3.02881E+11,3.29498E+11,3.57819E+11,
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18941E+12,1.2078E+12,1.29351E+12,1.36114E+12,1.41005E+12,1.47933E+12,1.5954E+12,1.67942E+12,1.81393E+12,1.92234E+12,2.05665E+12,2.14997E+12,2.2567E+12,2.35869E+12,2.61345E+12,2.81668E+12,3.0633E+12,3.33777E+12,3.52717E+12,3.64666E+12,3.88346E+12,3.94214E+12,4.11886E+12,4.26499E+12,4.44323E+12,4.54074E+12,4.93057E+12,5.17555E+12,,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631289212,4113933298,4329951244,4489587683,4805718460,5106755189,6425720155,7665970111,8524424967,8053138393,8445898900,8974067443,8603938446,9237489066,9557907981,10164369481,11118359283,12046041760,12754677217,
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260406892,6853404201,6360746986,6305116604,6577203733,7143301098,7436680042,7859700656,8213626804,8588045189,8880653327,9343415414,9940422844,10834247029,12308102951,13612091722,15223949682,17234970335,19134026839,19035310546,20482866404,24526362242,28076294276,31896989569,35063179382,36281493744,37106787271,39816777184,43543969217,
