Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Germany,DEU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54283E+12,1.67648E+12,1.74767E+12,1.77198E+12,1.85429E+12,1.92606E+12,1.97493E+12,2.02171E+12,2.08339E+12,2.16417E+12,2.24422E+12,2.34499E+12,2.41913E+12,2.4752E+12,2.59244E+12,2.63642E+12,2.82072E+12,2.99868E+12,3.12255E+12,3.03386E+12,3.20463E+12,3.42714E+12,3.50368E+12,3.64778E+12,3.82163E+12,3.91928E+12,4.11096E+12,4.34563E+12,4.45615E+12,
Djibouti,DJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342710799,,,,,,,,
Dominica,DMA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304260248.5,318784908.9,332668488.1,347913488.6,355463579.4,373914051.2,392582857.7,408079570.7,428246222.8,435970525.8,456144106.7,465856534.9,459838312.8,498135833.2,527152434.8,547140034.7,589958927.8,644298380.9,703602061.6,700672791.7,713604623.5,726881593.1,732978386.7,741309118.4,788484700.3,776590921.5,804883336.9,742015639.1,762792505.1,
Denmark,DNK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93644820441,98160834393,1.02363E+11,1.04799E+11,1.12745E+11,1.18594E+11,1.24793E+11,1.31733E+11,1.36921E+11,1.41846E+11,1.53045E+11,1.57814E+11,1.6472E+11,1.65956E+11,1.77856E+11,1.85074E+11,2.02787E+11,2.12824E+11,2.26767E+11,2.228E+11,2.38548E+11,2.47352E+11,2.50525E+11,2.62368E+11,2.70331E+11,2.78823E+11,2.90377E+11,3.13364E+11,3.19468E+11,
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25532153385,26644799446,30309939727,33313133202,34909252168,37667598314,40650236190,45025371078,48589386277,52218826453,55874901057,58504870832,62101731741,62403793305,65730876426,74168659266,83423569070,92017401088,96818008802,98479132969,1.07935E+11,1.13643E+11,1.18969E+11,1.26959E+11,1.39239E+11,1.50626E+11,1.62342E+11,1.72957E+11,1.89151E+11,
Algeria,DZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72134E+11,1.7582E+11,1.83064E+11,1.83466E+11,1.85697E+11,1.96795E+11,2.08615E+11,2.14547E+11,2.28026E+11,2.38721E+11,2.5338E+11,2.66727E+11,2.86144E+11,3.12449E+11,3.34663E+11,3.65474E+11,3.82877E+11,4.06423E+11,4.24107E+11,4.34316E+11,4.55344E+11,4.78299E+11,5.03923E+11,5.26958E+11,5.57272E+11,5.84428E+11,6.10316E+11,6.31868E+11,6.59687E+11,
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31497E+12,2.57781E+12,2.90744E+12,3.28662E+12,3.70161E+12,4.14075E+12,4.58695E+12,4.97935E+12,5.07881E+12,5.45359E+12,5.98544E+12,6.51353E+12,7.12325E+12,7.87348E+12,8.79255E+12,9.92223E+12,1.12893E+13,1.29574E+13,1.4295E+13,1.54712E+13,1.71535E+13,1.89573E+13,2.07585E+13,2.26218E+13,2.45822E+13,2.64433E+13,2.84167E+13,3.08164E+13,3.34905E+13,
Early-demographic dividend,EAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60143E+12,6.07002E+12,6.47664E+12,6.95739E+12,7.34315E+12,7.76253E+12,8.3531E+12,8.86187E+12,9.14996E+12,9.51552E+12,1.01825E+13,1.05951E+13,1.09825E+13,1.17868E+13,1.29156E+13,1.41367E+13,1.55544E+13,1.6977E+13,1.80465E+13,1.86262E+13,2.01012E+13,2.15832E+13,2.29458E+13,2.43957E+13,2.60383E+13,2.76257E+13,2.94299E+13,3.14908E+13,3.36057E+13,
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83874E+12,6.37511E+12,6.87713E+12,7.41773E+12,8.05178E+12,8.76066E+12,9.48748E+12,1.00967E+13,1.0205E+13,1.0787E+13,1.17082E+13,1.24273E+13,1.33074E+13,1.42847E+13,1.5619E+13,1.71223E+13,1.89357E+13,2.10851E+13,2.25992E+13,2.36353E+13,2.58345E+13,2.7987E+13,3.01373E+13,3.2454E+13,3.46467E+13,3.68206E+13,3.90774E+13,4.18776E+13,4.49146E+13,
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50357E+12,2.44343E+12,2.24313E+12,2.15735E+12,1.95834E+12,1.95795E+12,1.97945E+12,2.05427E+12,2.07229E+12,2.1378E+12,2.38891E+12,2.5285E+12,2.70842E+12,2.98783E+12,3.35218E+12,3.77395E+12,4.52263E+12,5.0565E+12,5.82627E+12,5.65755E+12,6.07088E+12,6.93495E+12,7.34477E+12,7.68067E+12,7.91497E+12,7.86698E+12,8.0533E+12,8.63873E+12,9.0919E+12,
Europe & Central Asia,ECS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.757E+12,1.0045E+13,1.01094E+13,1.02056E+13,1.04165E+13,1.08442E+13,1.12331E+13,1.17428E+13,1.21957E+13,1.26798E+13,1.3677E+13,1.43776E+13,1.51058E+13,1.57112E+13,1.67296E+13,1.76973E+13,1.96394E+13,2.11277E+13,2.26711E+13,2.21338E+13,2.31342E+13,2.47715E+13,2.55213E+13,2.65432E+13,2.73576E+13,2.79318E+13,2.8898E+13,3.07057E+13,3.18025E+13,
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49545354107,53418919280,55791468367,58240295068,62016921354,64743564878,67070764027,71180112704,74332548420,71831994217,74239572930,78914527138,83446878516,87310910247,97023640961,1.0534E+11,1.13306E+11,1.18898E+11,1.28917E+11,1.30635E+11,1.36816E+11,1.50664E+11,1.62217E+11,1.73229E+11,1.83194E+11,1.85336E+11,1.85065E+11,1.93049E+11,2.00121E+11,
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14842E+11,2.24607E+11,2.40001E+11,2.52814E+11,2.68472E+11,2.86827E+11,3.06649E+11,3.2907E+11,3.51328E+11,3.77975E+11,4.11039E+11,4.34905E+11,4.52344E+11,4.75458E+11,5.08238E+11,5.47505E+11,6.02677E+11,6.62731E+11,7.23972E+11,7.63584E+11,8.12243E+11,8.43842E+11,8.79172E+11,9.14152E+11,9.58607E+11,1.01122E+12,1.06671E+12,1.13243E+12,1.21951E+12,
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.283E+12,5.60705E+12,5.81405E+12,5.91206E+12,6.18811E+12,6.4757E+12,6.69598E+12,6.98838E+12,7.33326E+12,7.63699E+12,8.1401E+12,8.55033E+12,8.93321E+12,9.11728E+12,9.52869E+12,9.92206E+12,1.07666E+13,1.14554E+13,1.19588E+13,1.16961E+13,1.20459E+13,1.25641E+13,1.272E+13,1.31618E+13,1.35315E+13,1.39534E+13,1.45686E+13,1.54041E+13,1.5826E+13,
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377345803,2761116548,3418536952,3589981560,3994191994,4384402689,4512341928,4578108332,4533391674,5038452510,5271971230,5227278827,5445937545,5760145513,5876941520,6120918594,5629519552,5892328271,6091784108,6758835465,,,,,,,,
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29658E+11,5.61511E+11,5.79643E+11,5.87256E+11,6.1409E+11,6.44256E+11,6.74781E+11,7.15779E+11,7.65425E+11,8.03988E+11,8.73585E+11,9.35915E+11,1.0094E+12,1.05705E+12,1.1237E+12,1.2093E+12,1.36812E+12,1.47426E+12,1.53779E+12,1.50174E+12,1.48688E+12,1.49896E+12,1.49619E+12,1.52E+12,1.56685E+12,1.62688E+12,1.70668E+12,1.81888E+12,1.865E+12,
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9027693077,9662139485,10975243995,11596018391,11633853162,13161364174,14301432323,15987498483,17908038066,19647190138,22375658815,25936841590,29447082824,30303860344,27360698550,28735483600,32579424941,34419815454,36239295476,38074717114,38426917438,40654683249,44063633073,46825654424,
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20343913832,19530748035,18243435487,21130186381,22269834774,24129995381,27625160471,28982201927,28294877194,30185110941,32734079689,36229036694,37359544976,37230877572,43422453872,50066895250,57170793258,65432081768,73901286147,81019465011,92250410884,1.04705E+11,1.15941E+11,1.3046E+11,1.46564E+11,1.63526E+11,1.80909E+11,2.01867E+11,2.20478E+11,
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17226E+12,7.49405E+12,7.73563E+12,7.91095E+12,8.31103E+12,8.73821E+12,9.08702E+12,9.48913E+12,9.91793E+12,1.03144E+13,1.10254E+13,1.15873E+13,1.21405E+13,1.24716E+13,1.31266E+13,1.36524E+13,1.48231E+13,1.57773E+13,1.656E+13,1.62132E+13,1.67801E+13,1.75193E+13,1.78417E+13,1.85083E+13,1.90898E+13,1.97359E+13,2.05657E+13,2.17992E+13,2.24353E+13,
Fragile and conflict affected situations,FCS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77686E+11,3.8724E+11,4.25223E+11,4.6807E+11,4.94649E+11,5.24242E+11,5.73333E+11,6.33446E+11,7.23848E+11,7.91852E+11,8.28588E+11,8.73274E+11,8.82409E+11,8.49478E+11,1.00697E+12,1.11013E+12,1.22696E+12,1.32957E+12,1.43419E+12,1.51415E+12,1.63424E+12,1.58309E+12,1.81298E+12,1.92297E+12,1.98155E+12,2.04286E+12,2.1785E+12,2.28461E+12,2.39352E+12,
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90501022251,88027930207,87040726098,88448509904,93895858850,99897827621,1.02787E+11,1.11939E+11,1.21409E+11,1.27942E+11,1.38478E+11,1.44074E+11,1.48566E+11,1.51099E+11,1.62691E+11,1.6784E+11,1.80965E+11,1.99402E+11,2.12373E+11,2.0197E+11,2.07762E+11,2.19214E+11,2.19916E+11,2.24594E+11,2.2649E+11,2.31351E+11,2.40309E+11,2.553E+11,2.64481E+11,
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785550978,2801998134,3040670184,3179013936,3412489723,3571144921,3811087337,3791515638,3884034466,4286842092,4308167967,4490717679,4707726220,4843104636,5237086339,5438020110,5706372680,5809816344,5983995519,5946041791,6193061294,6493459112,6711394505,7152481965,7696172032,8141243318,8447984356,9054463164,9721602101,
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02636E+12,1.07219E+12,1.11416E+12,1.13339E+12,1.18489E+12,1.23522E+12,1.27462E+12,1.3337E+12,1.4059E+12,1.47052E+12,1.58947E+12,1.68742E+12,1.76293E+12,1.75166E+12,1.82057E+12,1.92688E+12,2.06355E+12,2.18221E+12,2.25926E+12,2.24437E+12,2.33449E+12,2.44648E+12,2.474E+12,2.60852E+12,2.66203E+12,2.71922E+12,2.81127E+12,2.95918E+12,3.03736E+12,
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170097736.2,188911007.5,200960249.2,222468643.5,226004657,247089498.4,243784689.1,232946157,242530750.4,249436893,266649768,277259607.7,283334785.9,294215063.7,292676807.5,308000665.7,316906606.7,319033547.9,318026262.6,324223058.6,334698491.4,353126615.3,352738933.4,345079831.1,344027482.8,364853450.7,371425127.5,390596546.3,404997358.1,
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12049780680,13218726179,13102182109,13941945538,14768342503,15827966976,16702059430,17965020788,18799046473,17366974798,17420884455,18183134124,18424749924,19188669586,19841145591,21006715250,21035009928,22897824429,22570923127,22772633753,24671359664,26972900730,28933731798,31101611666,33057433458,34706906742,35820248114,36676229905,37961344944,
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5594E+11,9.77529E+11,1.00355E+12,1.05328E+12,1.11751E+12,1.18561E+12,1.26571E+12,1.33892E+12,1.37533E+12,1.42068E+12,1.54623E+12,1.62652E+12,1.71473E+12,1.79695E+12,1.90692E+12,1.96257E+12,2.10252E+12,2.17128E+12,2.25141E+12,2.16531E+12,2.26038E+12,2.32921E+12,2.41496E+12,2.53341E+12,2.64058E+12,2.73821E+12,2.81912E+12,2.9658E+12,3.02452E+12,
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24880511275,20294586331,11437151869,8277647779,7575149119,7935070565,8985365151,10101780705,10532659027,10991302247,11443584644,12256569095,13131955768,14855024558,16138901055,18237478820,20559299032,23767194702,24815505856,24091887268,25895781909,28345876392,30724221719,32322225839,34456455395,35828053480,37250877581,39793370089,42610369246,
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18222107343,19833342608,21072279132,22617760321,23863059383,25365353677,27018607674,28637862590,30321429590,32112615772,34045213041,36183648181,38410007036,41157729969,44632667230,48738304878,53426828238,57246774711,63700150022,67295239298,73457473695,85526138706,95266590976,1.04027E+11,1.09066E+11,1.12634E+11,1.17791E+11,1.29805E+11,1.41046E+11,
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5535150405,5871884504,6202142634,6669345990,7082195481,7563864066,8046007358,8608853383,9022995791,9502193139,9957774862,10548471552,11268727978,11621313424,12213457735,12971373408,13521626664,14832840206,15746871047,15689582525,16637568968,17938333959,19364115466,20479246837,21640314431,22706118614,25440105141,29387093923,32651997368,
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896220553.2,955316150.1,1010099655,1065177829,1089602581,1122259823,1168219621,1246594135,1304746658,1408294041,1518963780,1642313429,1614071474,1756992293,1931496997,1972907013,2055459796,2187314333,2357734993,2528935203,2725372663,2662799770,2865838394,3055782700,3084319663,3300232551,3349853438,3569106096,3890473659,
Guinea-Bissau,GNB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033867497,1123340719,1161578971,1214071133,1279676027,1363995056,1550090773,1679313725,1221016746,1251348603,1348750834,1408505139,1416688586,1451201431,1531423221,1646493256,1735493602,1840263379,1936159737,2016646059,2134215532,2354948198,2359006229,2478559683,2549810850,2735157083,2938237476,3171312122,3366062515,
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276854018.5,283290728.2,390420070.1,443766682.2,528793075.4,634285984.9,1075940130,2735937952,3424507582,4365505994,5275994205,8808984111,10689918299,12407949352,17583794559,21168313558,23489268597,27806340832,33392761781,34099335039,31418133531,34166939303,37716935268,36792562242,37644240225,34580707929,31876738090,30960609959,30725014159,
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35526E+11,1.44452E+11,1.48779E+11,1.49867E+11,1.56128E+11,1.62749E+11,1.71112E+11,1.82885E+11,1.93328E+11,1.98712E+11,2.10918E+11,2.27709E+11,2.46559E+11,2.60855E+11,2.78669E+11,2.81028E+11,3.14296E+11,3.23631E+11,3.41818E+11,3.37269E+11,3.13048E+11,2.90297E+11,2.79267E+11,2.86169E+11,2.92336E+11,2.91109E+11,2.93903E+11,3.07367E+11,3.17455E+11,
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452461145.5,474243336.6,480922403,482673224.4,501329020.5,522740572,555937374.1,593887729.7,671160312.2,727818086.1,780458951.8,781435560.1,821081356.1,915479631.5,934039434.5,1090971645,1079109487,1175951177,1210184354,1138767167,1146146724,1179039533,1187770926,1237034912,1353005819,1455582394,1526469103,1634179176,1751695439,
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30663425163,32860066303,35235030387,37486357513,39831225093,42678815723,44745737372,47503746036,50437221793,53133802258,56281989868,58858109398,62100925307,64855029512,68700384535,73149836363,79417888185,86692312538,91278364404,92458048960,96219404214,1.02318E+11,1.07377E+11,1.13301E+11,1.20264E+11,1.26582E+11,1.31924E+11,1.38142E+11,1.457E+11,
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386911826,1520672317,1675987541,1855956372,2057327667,2206150198,2425269809,2619573587,2604576981,2720394549,2743278046,2867355048,2945699946,2981435079,3109566813,3143871975,3405160636,3742083795,3890278815,4059178698,4276422568,4592610458,4927657315,5264868556,5570841385,5808469323,6066709212,6310620920,6675097046,
High income,HIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82701E+13,1.9217E+13,2.01129E+13,2.08864E+13,2.20512E+13,2.32028E+13,2.43853E+13,2.56652E+13,2.66978E+13,2.79601E+13,2.99129E+13,3.10816E+13,3.23188E+13,3.36115E+13,3.57144E+13,3.7722E+13,4.045E+13,4.27629E+13,4.41907E+13,4.33636E+13,4.52589E+13,4.73281E+13,4.89534E+13,5.09676E+13,5.27715E+13,5.45621E+13,5.6296E+13,5.88909E+13,6.11716E+13,
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99853493683,1.09116E+11,1.18562E+11,1.28897E+11,1.39596E+11,1.45906E+11,1.54905E+11,1.65612E+11,1.57624E+11,1.63908E+11,1.80414E+11,1.85405E+11,1.91458E+11,2.00973E+11,2.2434E+11,2.48418E+11,2.73935E+11,2.99479E+11,3.11801E+11,3.06452E+11,3.31004E+11,3.54188E+11,3.67118E+11,3.85147E+11,4.03274E+11,4.17319E+11,4.31064E+11,4.56118E+11,4.80497E+11,
Honduras,HND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10314496198,10309359202,11184727927,12193467382,12480234224,13530560140,14036070206,14934626164,15644941219,15754069531,17280600657,18140543797,19119314225,20359885475,22211067729,24288694167,26667088382,29078017643,30898022996,30376521403,31877081471,33791210423,35861164937,37509152230,39387545839,41337420468,43416307561,46359852557,49181017018,
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47907E+11,3.62456E+11,3.68319E+11,3.80949E+11,3.90138E+11,4.17924E+11,4.48688E+11,4.75964E+11,4.98063E+11,5.2161E+11,5.48609E+11,5.85644E+11,6.1521E+11,6.55038E+11,7.10478E+11,7.78007E+11,8.51717E+11,9.33234E+11,1.00968E+12,1.06246E+12,1.13949E+12,1.21831E+12,1.31365E+12,1.41576E+12,1.52367E+12,1.61645E+12,1.71321E+12,1.83897E+12,1.9592E+12,
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36731955450,39524934061,42858699704,44286672124,44395487831,47601114280,50170507577,54519342267,58279394727,62458206525,65904349439,75073977845,83339518346,89802391573,86253163915,84966348993,88859537138,90286946692,92804341770,93571465315,96717400686,1.02374E+11,1.08457E+11,1.12478E+11,
Haiti,HTI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9653304369,10167429305,9846948573,9533266160,8573224144,9619335555,10201076705,10657650868,11012755039,11474539909,11833117401,11966375260,12125087814,12395192524,12280472570,12891570833,13580430905,14411467356,14815779942,15389017726,14712423412,15849403538,16619411332,17627091615,18465295865,18888799730,19372753030,19972602911,20726099562,
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86215466284,85478237120,86999339753,91475861703,94785082748,96312466726,1.01077E+11,1.06891E+11,1.11535E+11,1.21286E+11,1.34792E+11,1.47804E+11,1.56687E+11,1.64196E+11,1.72305E+11,1.84285E+11,1.91363E+11,2.07576E+11,2.06985E+11,2.15349E+11,2.27766E+11,2.29106E+11,2.42026E+11,2.51775E+11,2.59426E+11,2.63522E+11,2.8188E+11,2.99639E+11,
IBRD only,IBD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9603E+12,1.04192E+13,1.08845E+13,1.16487E+13,1.23009E+13,1.31077E+13,1.40736E+13,1.50264E+13,1.5566E+13,1.63932E+13,1.77215E+13,1.87875E+13,1.99419E+13,2.15321E+13,2.38586E+13,2.64135E+13,2.98009E+13,3.33001E+13,3.63163E+13,3.77985E+13,4.11996E+13,4.50278E+13,4.82855E+13,5.15551E+13,5.48787E+13,5.76223E+13,6.10544E+13,6.55696E+13,7.03122E+13,
IDA & IBRD total,IBT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10711E+13,1.1588E+13,1.21074E+13,1.29133E+13,1.36063E+13,1.44889E+13,1.55478E+13,1.65746E+13,1.71822E+13,1.80867E+13,1.95261E+13,2.0713E+13,2.20047E+13,2.37428E+13,2.62872E+13,2.9088E+13,3.27373E+13,3.65138E+13,3.97645E+13,4.14481E+13,4.51125E+13,4.92024E+13,5.27422E+13,5.63584E+13,6.00468E+13,6.3068E+13,6.67552E+13,7.1647E+13,7.68131E+13,
IDA total,IDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13289E+12,1.19252E+12,1.24768E+12,1.2879E+12,1.32792E+12,1.40461E+12,1.49876E+12,1.5726E+12,1.6424E+12,1.72047E+12,1.8319E+12,1.95519E+12,2.09556E+12,2.24527E+12,2.4656E+12,2.71483E+12,2.97739E+12,3.2558E+12,3.49096E+12,3.69693E+12,3.96146E+12,4.22218E+12,4.50679E+12,4.85887E+12,5.22984E+12,5.51119E+12,5.76774E+12,6.14738E+12,6.57566E+12,
IDA blend,IDB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75986E+11,6.08256E+11,6.44081E+11,6.58186E+11,6.80147E+11,7.11769E+11,7.5716E+11,7.85326E+11,8.15006E+11,8.45775E+11,8.98042E+11,9.51083E+11,1.0327E+12,1.10421E+12,1.2213E+12,1.3433E+12,1.46799E+12,1.59431E+12,1.69007E+12,1.79074E+12,1.91057E+12,2.04265E+12,2.17445E+12,2.33807E+12,2.51545E+12,2.64599E+12,2.73673E+12,2.88073E+12,3.06186E+12,
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44587E+11,6.01919E+11,6.55637E+11,7.14773E+11,7.8508E+11,8.67429E+11,9.52371E+11,1.01433E+12,8.91095E+11,9.11113E+11,9.7731E+11,1.03514E+12,1.09882E+12,1.17273E+12,1.26489E+12,1.37854E+12,1.49838E+12,1.63626E+12,1.7684E+12,1.86436E+12,2.00348E+12,2.17152E+12,2.34662E+12,2.5205E+12,2.69676E+12,2.85851E+12,3.03521E+12,3.24964E+12,3.49476E+12,
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49065E+11,5.75691E+11,5.93366E+11,6.20213E+11,6.37765E+11,6.8329E+11,7.31748E+11,7.7827E+11,8.18746E+11,8.66795E+11,9.25815E+11,9.96524E+11,1.05293E+12,1.13067E+12,1.23192E+12,1.35805E+12,1.49521E+12,1.6472E+12,1.78777E+12,1.89219E+12,2.03665E+12,2.16409E+12,2.31641E+12,2.50422E+12,2.69663E+12,2.84694E+12,3.01493E+12,3.25317E+12,3.50137E+12,
